title,release_date,critic_score,audience_score,release_year
Rust and Bone,"Released Nov 23, 2012",0.82,0.8,2012
Battleship,"Released May 18, 2012",0.34,0.54,2012
What to Expect When You're Expecting,"Released May 18, 2012",0.23,0.47,2012
Beyond the Black Rainbow,"Released May 18, 2012",0.61,0.53,2012
Crooked Arrows,"Released Jun 1, 2012",0.41,0.62,2012
Lovely Molly,"Released May 18, 2012",0.47,0.32,2012
Mansome,"Released May 18, 2012",0.25,0.23,2012
Polisse,"Released May 18, 2012",0.86,0.79,2012
Chernobyl Diaries,"Released May 25, 2012",0.17,0.28,2012
Moonrise Kingdom,"Released Jun 29, 2012",0.93,0.86,2012
Hemingway & Gellhorn,2012,0.49,0.41,2012
5 Broken Cameras,"Released May 3, 2012",0.96,0.88,2012
Snow White and the Huntsman,"Released Jun 1, 2012",0.49,0.52,2012
Piranha 3DD,"Released Jun 1, 2012",0.11,0.22,2012
Lola Versus,"Released Jun 8, 2012",0.36,0.31,2012
Safety Not Guaranteed,"Released Jun 8, 2012",0.91,0.8,2012
The Woman in the Fifth,"Released Jun 15, 2012",0.59,0.22,2012
Your Sister's Sister,"Released Jun 15, 2012",0.84,0.66,2012
Abraham Lincoln: Vampire Hunter,"Released Jun 22, 2012",0.34,0.5,2012
Seeking a Friend for the End of the World,"Released Jun 22, 2012",0.55,0.53,2012
The Invisible War,"Released Jun 22, 2012",0.99,0.84,2012
To Rome With Love,"Released Jul 6, 2012",0.47,0.4,2012
Beasts of the Southern Wild,"Released Jun 27, 2012",0.87,0.76,2012
Tyler Perry's Madea's Witness Protection,"Released Jun 29, 2012",0.19,0.66,2012
Magic Mike,"Released Jun 29, 2012",0.78,0.6,2012
A Burning Hot Summer,2011,0.55,0.24,2011
Neil Young Journeys,"Released Jun 29, 2012",0.89,0.6,2012
Take This Waltz,"Released Jun 29, 2012",0.79,0.58,2012
Collaborator,"Released Jul 6, 2012",0.73,0.61,2012
Ice Age: Continental Drift,"Released Jul 13, 2012",0.37,0.61,2012
"Farewell, My Queen",2012,0.93,0.56,2012
Union Square,"Released Jul 13, 2012",0.64,0.35,2012
Shut Up and Play the Hits,2012,0.86,0.84,2012
The Queen of Versailles,"Released Jul 20, 2012",0.95,0.73,2012
Iron Sky,2012,0.41,0.37,2012
Ruby Sparks,"Released Jul 25, 2012",0.79,0.75,2012
Step Up Revolution,"Released Jul 27, 2012",0.41,0.68,2012
Ai Weiwei: Never Sorry,"Released Jul 27, 2012",0.98,0.87,2012
Killer Joe,2011,0.8,0.61,2011
Searching for Sugar Man,"Released Jul 27, 2012",0.95,0.92,2012
Diary of a Wimpy Kid: Dog Days,"Released Aug 3, 2012",0.52,0.63,2012
Celeste and Jesse Forever,"Released Aug 3, 2012",0.7,0.62,2012
Hope Springs,"Released Sep 5, 2003",0.25,0.27,2003
The Bourne Legacy,"Released Aug 10, 2012",0.56,0.58,2012
The Campaign,"Released Aug 10, 2012",0.66,0.51,2012
2 Days in New York,"Released Aug 10, 2012",0.67,0.42,2012
The Odd Life of Timothy Green,"Released Aug 15, 2012",0.36,0.67,2012
Ek Tha Tiger,"Released Aug 15, 2012",0.75,0.49,2012
The Expendables 2,"Released Aug 17, 2012",0.67,0.67,2012
ParaNorman,"Released Aug 17, 2012",0.89,0.72,2012
Compliance,"Released Aug 17, 2012",0.89,0.6,2012
Cosmopolis,"Released Aug 17, 2012",0.67,0.31,2012
Robot & Frank,"Released Aug 24, 2012",0.86,0.75,2012
The Apparition,"Released Aug 24, 2012",0.03,0.24,2012
Premium Rush,"Released Aug 24, 2011",0.75,0.6,2011
The Oogieloves in the Big Balloon Adventure,"Released Aug 29, 2012",0.32,0.62,2012
The Ambassador,"Released Aug 29, 2012",0.71,0.75,2012
The Possession,"Released Aug 31, 2012",0.39,0.48,2012
"For a Good Time, Call ...","Released Sep 7, 2012",0.57,0.53,2012
The Cold Light of Day,"Released Sep 7, 2012",0.04,0.29,2012
The Words,"Released Sep 7, 2012",0.24,0.49,2012
Detropia,"Released Sep 5, 2012",0.86,0.64,2012
Resident Evil: Retribution,"Released Sep 14, 2012",0.28,0.51,2012
Arbitrage,"Released Sep 14, 2012",0.87,0.62,2012
Barfi!,"Released Sep 14, 2012",0.8,0.86,2012
Dredd,"Released Sep 21, 2012",0.8,0.72,2012
End of Watch,"Released Sep 21, 2012",0.85,0.86,2012
House at the End of the Street,"Released Sep 21, 2012",0.12,0.41,2012
Trouble With the Curve,"Released Sep 21, 2012",0.51,0.66,2012
Diana Vreeland: The Eye Has to Travel,"Released Sep 21, 2012",0.95,0.79,2012
Head Games,"Released Sep 21, 2012",0.88,0.77,2012
The Perks of Being a Wallflower,"Released Oct 12, 2012",0.85,0.89,2012
Hotel Transylvania,"Released Sep 28, 2012",0.44,0.72,2012
Looper,"Released Sep 28, 2012",0.93,0.82,2012
Won't Back Down,"Released Sep 28, 2012",0.35,0.61,2012
The Waiting Room,2007,0.6,0.56,2007
Pitch Perfect,"Released Oct 5, 2012",0.82,0.83,2012
Taken 2,"Released Oct 5, 2012",0.22,0.52,2012
It's Such a Beautiful Day,"Released Aug 24, 2012",1.0,0.92,2012
The Oranges,"Released Oct 5, 2012",0.31,0.32,2012
Here Comes the Boom,"Released Oct 12, 2012",0.42,0.65,2012
Seven Psychopaths,"Released Oct 12, 2012",0.83,0.71,2012
"3, 2, 1... Frankie Go Boom","Released Oct 12, 2012",0.45,0.41,2012
Nobody Walks,"Released Oct 19, 2012",0.41,0.23,2012
Smashed,"Released Oct 12, 2012",0.83,0.68,2012
Holy Motors,"Released Oct 17, 2012",0.92,0.71,2012
Alex Cross,"Released Oct 19, 2012",0.11,0.47,2012
Paranormal Activity 4,"Released Oct 18, 2012",0.23,0.34,2012
The Sessions,"Released Oct 19, 2012",0.91,0.8,2012
Girl,2018,0.84,0.75,2018
Chasing Mavericks,"Released Oct 26, 2012",0.33,0.7,2012
Cloud Atlas,"Released Oct 26, 2012",0.66,0.66,2012
Fun Size,"Released Oct 26, 2012",0.25,0.47,2012
Silent Hill: Revelation,"Released Oct 26, 2012",0.08,0.35,2012
Pusher,"Released Aug 18, 2006",0.83,0.85,2006
The Man With the Iron Fists,"Released Nov 2, 2012",0.51,0.4,2012
The Bay,"Released Nov 2, 2012",0.76,0.43,2012
The Details,"Released Nov 2, 2012",0.47,0.34,2012
A Late Quartet,"Released Nov 2, 2012",0.77,0.71,2012
North Sea Texas,2011,0.83,0.71,2011
This Must Be the Place,"Released Nov 2, 2012",0.66,0.58,2012
In Their Skin,"Released Nov 9, 2012",0.45,0.17,2012
As Long As I Live,"Released Nov 13, 2012",0.9,0.67,2012
Chasing Ice,"Released Nov 9, 2012",0.96,0.85,2012
Silver Linings Playbook,"Released Nov 21, 2012",0.92,0.86,2012
Life of Pi,"Released Nov 21, 2012",0.86,0.84,2012
Rise of the Guardians,"Released Nov 21, 2012",0.74,0.8,2012
Nativity 2: Danger in the Manger!,2012,0.36,0.5,2012
Hitchcock,"Released Dec 14, 2012",0.6,0.6,2012
Collection,"Released Sep 17, 2021",0.17,0.29,2021
Killing Them Softly,"Released Nov 30, 2012",0.74,0.44,2012
Bad Kids Go to Hell,"Released Dec 7, 2012",0.44,0.35,2012
Cheerful Weather for the Wedding,"Released Dec 7, 2012",0.37,0.27,2012
The Fitzgerald Family Christmas,"Released Dec 7, 2012",0.64,0.5,2012
Heleno,"Released Dec 7, 2012",0.46,0.55,2012
Hyde Park on Hudson,"Released Dec 7, 2012",0.37,0.31,2012
Lay the Favorite,"Released Dec 7, 2012",0.18,0.19,2012
The Guilt Trip,"Released Dec 19, 2012",0.37,0.39,2012
Zero Dark Thirty,"Released Jan 11, 2013",0.91,0.8,2013
Cirque du Soleil: Worlds Away,"Released Dec 21, 2012",0.45,0.93,2012
Jack Reacher,"Released Dec 21, 2012",0.64,0.67,2012
This Is 40,"Released Dec 21, 2012",0.51,0.5,2012
The Impossible,"Released Dec 21, 2012",0.82,0.84,2012
Django Unchained,"Released Dec 25, 2012",0.87,0.92,2012
West of Memphis,"Released Dec 25, 2012",0.95,0.87,2012
Tabu,"Released Aug 1, 1931",0.93,0.77,1931
The Hunger Games: Catching Fire,"Released Nov 22, 2013",0.9,0.89,2013
Iron Man 3,"Released May 3, 2013",0.79,0.78,2013
Despicable Me 2,"Released Jul 3, 2013",0.75,0.85,2013
Monsters University,"Released Jun 21, 2013",0.8,0.81,2013
The Hobbit: The Desolation of Smaug,"Released Dec 13, 2013",0.75,0.85,2013
Fast & Furious 6,"Released May 24, 2013",0.71,0.84,2013
Oz the Great and Powerful,"Released Mar 8, 2013",0.57,0.56,2013
A Dark Truth,"Released Jan 4, 2013",0.0,0.36,2013
Texas Chainsaw,"Released Jan 4, 2013",0.19,0.4,2013
The Baytown Outlaws,"Released Jan 11, 2013",0.23,0.54,2013
A Haunted House,"Released Jan 11, 2013",0.1,0.51,2013
Broken City,"Released Jan 18, 2013",0.27,0.4,2013
Hansel & Gretel: Witch Hunters,"Released Jan 25, 2013",0.16,0.53,2013
John Dies at the End,"Released Jan 25, 2013",0.59,0.54,2013
Knife Fight,"Released Jan 25, 2013",0.28,0.27,2013
Movie 43,"Released Jan 25, 2013",0.05,0.24,2013
Supporting Characters,2012,0.86,0.63,2012
Bullet to the Head,"Released Feb 1, 2013",0.45,0.39,2013
The Haunting in Connecticut 2: Ghosts of Georgia,"Released Feb 1, 2013",0.19,0.44,2013
Sound City,"Released Feb 1, 2013",1.0,0.9,2013
Stand Up Guys,"Released Feb 1, 2013",0.37,0.46,2013
Warm Bodies,"Released Feb 1, 2013",0.81,0.73,2013
A Glimpse Inside the Mind of Charles Swan III,"Released Feb 8, 2013",0.16,0.25,2013
Identity Thief,"Released Feb 8, 2013",0.19,0.53,2013
Side Effects,"Released Nov 11, 2005",0.11,0.3,2005
Beautiful Creatures,"Released Aug 23, 2000",0.38,0.33,2000
A Good Day to Die Hard,"Released Feb 14, 2013",0.15,0.4,2013
Safe Haven,"Released Feb 14, 2013",0.13,0.67,2013
"Bless Me, Ultima","Released Feb 22, 2013",0.68,0.73,2013
To the Wonder,"Released Apr 12, 2013",0.47,0.37,2013
21 and Over,"Released Mar 1, 2013",0.27,0.46,2013
Jack the Giant Slayer,"Released Mar 1, 2013",0.52,0.55,2013
The Last Exorcism Part II,"Released Mar 1, 2013",0.15,0.26,2013
Dead Man Down,"Released Mar 8, 2013",0.41,0.47,2013
The Incredible Burt Wonderstone,"Released Mar 15, 2013",0.37,0.33,2013
Spring Breakers,"Released Mar 15, 2013",0.68,0.38,2013
Admission,"Released Mar 22, 2013",0.37,0.32,2013
The Croods,"Released Mar 22, 2013",0.72,0.77,2013
InAPPropriate Comedy,"Released Mar 22, 2013",0.0,0.22,2013
Love and Honor,"Released Nov 2, 2007",0.81,0.84,2007
Olympus Has Fallen,"Released Mar 22, 2013",0.5,0.66,2013
Phil Spector,2013,0.51,0.32,2013
G.I. Joe: Retaliation,"Released Mar 28, 2013",0.29,0.48,2013
The Host,"Released Mar 29, 2013",0.1,0.5,2013
The Host,"Released Mar 9, 2007",0.93,0.72,2007
The Place Beyond the Pines,"Released Mar 29, 2013",0.78,0.75,2013
Tyler Perry's Temptation: Confessions of a Marriage Counselor,"Released Mar 29, 2013",0.21,0.66,2013
The Brass Teapot,"Released Apr 5, 2013",0.31,0.51,2013
Upstream Color,"Released Apr 5, 2013",0.87,0.69,2013
It's a Disaster,"Released Apr 12, 2013",0.79,0.59,2013
Scary Movie V,"Released Apr 12, 2013",0.04,0.38,2013
Java Heat,"Released May 10, 2013",0.07,0.29,2013
The Lords of Salem,"Released Apr 19, 2013",0.47,0.3,2013
Arthur Newman,"Released Apr 26, 2013",0.2,0.25,2013
The Big Wedding,"Released Apr 26, 2013",0.07,0.4,2013
Mud,"Released May 10, 2013",0.97,0.8,2013
Pain & Gain,"Released Apr 26, 2013",0.5,0.47,2013
Greetings From Tim Buckley,"Released May 3, 2013",0.72,0.46,2013
Kiss of the Damned,"Released May 3, 2013",0.68,0.39,2013
What Maisie Knew,"Released May 3, 2013",0.86,0.8,2013
Aftershock,"Released May 10, 2013",0.41,0.24,2013
He's Way More Famous Than You,2013,0.45,0.46,2013
No One Lives,"Released May 10, 2013",0.46,0.42,2013
Peeples,"Released May 10, 2013",0.4,0.49,2013
Star Trek Into Darkness,"Released May 16, 2013",0.84,0.89,2013
Black Rock,"Released May 17, 2013",0.53,0.24,2013
The English Teacher,"Released May 17, 2013",0.43,0.31,2013
Frances Ha,"Released May 17, 2013",0.92,0.78,2013
The Reluctant Fundamentalist,"Released Apr 26, 2013",0.57,0.61,2013
The Hangover Part III,"Released May 23, 2013",0.2,0.44,2013
Behind the Candelabra,2013,0.94,0.71,2013
After Earth,"Released May 31, 2013",0.12,0.36,2013
Byzantium,"Released Jun 28, 2013",0.66,0.51,2013
The East,"Released May 31, 2013",0.77,0.64,2013
The Kings of Summer,"Released May 31, 2013",0.77,0.77,2013
Now You See Me,"Released May 31, 2013",0.5,0.7,2013
Hello Herman,2011,0.2,0.73,2011
The Internship,"Released Jun 7, 2013",0.35,0.51,2013
The Purge,"Released Jun 7, 2013",0.41,0.36,2013
Tiger Eyes,"Released Jun 7, 2013",0.63,0.53,2013
Violet & Daisy,"Released Jun 7, 2013",0.22,0.35,2013
This Is the End,"Released Jun 12, 2013",0.82,0.71,2013
Hatchet III,"Released Jun 14, 2013",0.57,0.4,2013
This Is Martin Bonner,"Released Jun 21, 2013",0.93,0.69,2013
World War Z,"Released Jun 21, 2013",0.67,0.72,2013
How to Make Money Selling Drugs,"Released Jun 26, 2013",0.76,0.91,2013
The Heat,"Released Jun 28, 2013",0.66,0.71,2013
Some Girls,"Released Sep 9, 1988",0.43,0.43,1988
White House Down,"Released Jun 28, 2013",0.51,0.62,2013
Kevin Hart: Let Me Explain,"Released Jul 3, 2013",0.61,0.72,2013
The Lone Ranger,"Released Jul 3, 2013",0.31,0.51,2013
Bad Words,"Released Mar 28, 2014",0.66,0.61,2014
Stuck in Love,"Released Jul 5, 2013",0.58,0.69,2013
"The Way, Way Back","Released Jul 26, 2013",0.84,0.84,2013
Fruitvale Station,"Released Jul 26, 2013",0.94,0.87,2013
Grown Ups 2,"Released Jul 12, 2013",0.08,0.53,2013
Killing Season,"Released Jul 12, 2013",0.1,0.29,2013
V/H/S/2,"Released Jul 12, 2013",0.71,0.53,2013
The Conjuring,"Released Jul 19, 2013",0.86,0.83,2013
R.I.P.D.,"Released Jul 19, 2013",0.12,0.38,2013
Red 2,"Released Jul 19, 2013",0.45,0.63,2013
The World's End,"Released Aug 23, 2013",0.89,0.72,2013
Blue Jasmine,"Released Jul 26, 2013",0.9,0.77,2013
The To Do List,"Released Jul 26, 2013",0.56,0.46,2013
X-Men Origins: Wolverine,"Released May 1, 2009",0.38,0.58,2009
The Smurfs 2,"Released Jul 31, 2013",0.14,0.56,2013
2 Guns,"Released Aug 2, 2013",0.64,0.66,2013
The Canyons,"Released Aug 2, 2013",0.21,0.15,2013
Europa Report,"Released Aug 2, 2013",0.8,0.57,2013
The Spectacular Now,"Released Aug 2, 2013",0.91,0.76,2013
Percy Jackson: Sea of Monsters,"Released Aug 7, 2013",0.42,0.54,2013
We're the Millers,"Released Aug 7, 2013",0.48,0.76,2013
Planes,"Released Aug 9, 2013",0.26,0.49,2013
Clear History,2013,0.61,0.54,2013
Ain't Them Bodies Saints,"Released Aug 16, 2013",0.77,0.61,2013
Lee Daniels' The Butler,"Released Aug 16, 2013",0.72,0.78,2013
Jobs,"Released Aug 16, 2013",0.27,0.4,2013
The Mortal Instruments: City of Bones,"Released Aug 21, 2013",0.13,0.58,2013
Drinking Buddies,"Released Aug 23, 2013",0.84,0.49,2013
Short Term 12,"Released Aug 23, 2013",0.98,0.92,2013
You're Next,"Released Aug 23, 2013",0.8,0.6,2013
The Lifeguard,"Released Aug 30, 2013",0.16,0.27,2013
Hell Baby,"Released Sep 6, 2013",0.33,0.27,2013
Riddick,"Released Sep 6, 2013",0.58,0.56,2013
Touchy Feely,"Released Sep 6, 2013",0.42,0.22,2013
August: Osage County,"Released Jan 10, 2014",0.66,0.65,2014
Insidious: Chapter 2,"Released Sep 13, 2013",0.39,0.57,2013
Battle of the Year,"Released Sep 20, 2013",0.06,0.49,2013
Enough Said,"Released Sep 18, 2013",0.95,0.75,2013
Baggage Claim,"Released Sep 27, 2013",0.16,0.48,2013
Cloudy With a Chance of Meatballs 2,"Released Sep 27, 2013",0.71,0.66,2013
Don Jon,"Released Sep 27, 2013",0.8,0.58,2013
Metallica: Through the Never,"Released Oct 4, 2013",0.81,0.74,2013
Grace Unplugged,"Released Oct 4, 2013",0.5,0.78,2013
Runner Runner,"Released Oct 4, 2013",0.07,0.33,2013
Muhammad Ali's Greatest Fight,2013,0.38,0.69,2013
Captain Phillips,"Released Oct 11, 2013",0.93,0.89,2013
Machete Kills,"Released Oct 11, 2013",0.29,0.34,2013
12 Years a Slave,"Released Oct 18, 2013",0.95,0.9,2013
Escape Plan,"Released Oct 18, 2013",0.5,0.55,2013
The Fifth Estate,"Released Oct 18, 2013",0.36,0.36,2013
I'm in Love With a Church Girl,"Released Oct 18, 2013",0.1,0.64,2013
The Counselor,"Released Oct 25, 2013",0.34,0.24,2013
Jackass Presents: Bad Grandpa,"Released Oct 25, 2013",0.61,0.6,2013
About Time,"Released Nov 8, 2013",0.71,0.82,2013
Dallas Buyers Club,"Released Nov 1, 2013",0.92,0.91,2013
Ender's Game,"Released Nov 1, 2013",0.62,0.65,2013
Last Vegas,"Released Nov 1, 2013",0.46,0.59,2013
The Book Thief,"Released Nov 8, 2013",0.49,0.73,2013
Thor: The Dark World,"Released Nov 8, 2013",0.67,0.75,2013
The Best Man Holiday,"Released Nov 15, 2013",0.71,0.83,2013
The Christmas Candle,"Released Nov 22, 2013",0.21,0.74,2013
Contracted,2013,0.5,0.29,2013
Delivery Man,"Released Nov 22, 2013",0.4,0.47,2013
Nebraska,"Released Nov 15, 2013",0.91,0.83,2013
Philomena,"Released Nov 22, 2013",0.91,0.89,2013
Black Nativity,"Released Nov 27, 2013",0.51,0.51,2013
Homefront,"Released Nov 27, 2013",0.42,0.61,2013
Oldboy,"Released Mar 25, 2005",0.83,0.94,2005
Inside Llewyn Davis,"Released Dec 20, 2013",0.92,0.74,2013
Out of the Furnace,"Released Dec 6, 2013",0.53,0.52,2013
American Hustle,"Released Dec 20, 2013",0.92,0.74,2013
Saving Mr. Banks,"Released Dec 20, 2013",0.79,0.84,2013
Anchorman 2: The Legend Continues,"Released Dec 18, 2013",0.74,0.52,2013
Her,"Released Jan 10, 2014",0.95,0.82,2014
47 Ronin,"Released Dec 25, 2013",0.16,0.48,2013
Grudge Match,"Released Dec 25, 2013",0.31,0.46,2013
Lone Survivor,"Released Jan 10, 2014",0.75,0.87,2014
The Secret Life of Walter Mitty,"Released Dec 25, 2013",0.52,0.71,2013
The Secret Life of Walter Mitty,"Released Sep 1, 1947",0.82,0.8,1947
American Sniper,"Released Jan 16, 2015",0.72,0.84,2015
"The Hunger Games: Mockingjay, Part 1","Released Nov 21, 2014",0.69,0.71,2014
Guardians of the Galaxy,"Released Aug 1, 2014",0.92,0.92,2014
Captain America: The Winter Soldier,"Released Apr 4, 2014",0.9,0.92,2014
The LEGO Movie,"Released Feb 7, 2014",0.96,0.87,2014
The Hobbit: The Battle of the Five Armies,"Released Dec 17, 2014",0.59,0.74,2014
Transformers: Age of Extinction,"Released Jun 27, 2014",0.18,0.5,2014
Maleficent,"Released May 30, 2014",0.54,0.7,2014
Big Hero 6,"Released Nov 7, 2014",0.9,0.91,2014
Paranormal Activity: The Marked Ones,"Released Jan 3, 2014",0.4,0.34,2014
Open Grave,"Released Jan 3, 2014",0.24,0.39,2014
Cold Comes the Night,"Released Jan 10, 2014",0.44,0.29,2014
Dumbbells,2014,0.14,0.6,2014
The Legend of Hercules,"Released Jan 10, 2014",0.05,0.33,2014
Raze,2013,0.45,0.3,2013
Back in the Day,"Released Jan 17, 2014",0.11,0.47,2014
Devil's Due,"Released Jan 17, 2014",0.21,0.21,2014
Jack Ryan: Shadow Recruit,"Released Jan 17, 2014",0.54,0.52,2014
Jamesy Boy,2014,0.26,0.58,2014
The Nut Job,"Released Jan 17, 2014",0.13,0.43,2014
Ride Along,"Released Jan 17, 2014",0.17,0.58,2014
"I, Frankenstein","Released Jan 24, 2014",0.05,0.38,2014
That Awkward Moment,"Released Jan 31, 2014",0.23,0.46,2014
Somewhere Slow,"Released Jan 31, 2014",0.56,0.83,2014
The Philosophers,"Released Feb 7, 2014",0.67,0.43,2014
Nurse,"Released Feb 7, 2014",0.64,0.36,2014
The Monuments Men,"Released Feb 7, 2014",0.31,0.44,2014
The Pretty One,"Released Feb 7, 2014",0.5,0.46,2014
Vampire Academy,"Released Feb 7, 2014",0.17,0.56,2014
Adult World,"Released Feb 14, 2014",0.54,0.38,2014
Date and Switch,"Released Feb 14, 2014",0.3,0.38,2014
Someone Marry Barry,"Released Feb 7, 2014",0.2,0.45,2014
3 Days to Kill,"Released Feb 21, 2014",0.28,0.43,2014
Angels in Stardust,"Released Feb 21, 2014",0.22,0.39,2014
The Bag Man,2014,0.11,0.22,2014
Non-Stop,"Released Nov 10, 2000",0.67,0.75,2000
Son of God,"Released Feb 28, 2014",0.19,0.73,2014
300: Rise of an Empire,"Released Mar 7, 2014",0.45,0.51,2014
Mr. Peabody & Sherman,"Released Mar 7, 2014",0.81,0.73,2014
The Grand Budapest Hotel,"Released Mar 7, 2014",0.92,0.87,2014
Better Living Through Chemistry,"Released Mar 14, 2014",0.23,0.38,2014
Need for Speed,"Released Mar 14, 2014",0.23,0.56,2014
Tyler Perry's The Single Moms Club,"Released Mar 14, 2014",0.18,0.58,2014
Veronica Mars,"Released Mar 14, 2014",0.8,0.78,2014
Cheap Thrills,"Released Mar 21, 2014",0.88,0.69,2014
Divergent,"Released Mar 21, 2014",0.41,0.69,2014
God's Not Dead,"Released Mar 21, 2014",0.12,0.75,2014
Muppets Most Wanted,"Released Mar 21, 2014",0.8,0.59,2014
50 to 1,"Released Mar 21, 2014",0.29,0.71,2014
Noah,"Released Mar 28, 2014",0.75,0.41,2014
Jinn,"Released Apr 4, 2014",0.18,0.31,2014
Draft Day,"Released Apr 11, 2014",0.6,0.65,2014
Oculus,"Released Apr 11, 2014",0.75,0.53,2014
Rio 2,"Released Apr 11, 2014",0.49,0.58,2014
Heaven Is for Real,"Released Apr 16, 2014",0.51,0.66,2014
Authors Anonymous,"Released Apr 18, 2014",0.08,0.16,2014
A Haunted House 2,"Released Apr 18, 2014",0.08,0.43,2014
Kid Cannabis,"Released Apr 18, 2014",0.71,0.64,2014
13 Sins,"Released Apr 18, 2014",0.66,0.45,2014
Brick Mansions,"Released Apr 25, 2014",0.24,0.47,2014
Walking With the Enemy,"Released Apr 25, 2014",0.44,0.59,2014
Bad Johnson,"Released May 2, 2014",0.28,0.22,2014
Decoding Annie Parker,"Released May 2, 2014",0.56,0.42,2014
Walk of Shame,"Released May 2, 2014",0.15,0.38,2014
Devil's Knot,"Released May 9, 2014",0.26,0.39,2014
God's Pocket,"Released May 9, 2014",0.36,0.34,2014
Moms' Night Out,"Released May 9, 2014",0.21,0.66,2014
Million Dollar Arm,"Released May 16, 2014",0.65,0.68,2014
The Angriest Man in Brooklyn,"Released May 23, 2014",0.09,0.3,2014
Blended,"Released May 23, 2014",0.15,0.64,2014
The Normal Heart,2014,0.94,0.88,2014
A Million Ways to Die in the West,"Released May 30, 2014",0.33,0.41,2014
Edge of Tomorrow,"Released Jun 6, 2014",0.91,0.9,2014
The Fault in Our Stars,"Released Jun 6, 2014",0.81,0.85,2014
Ping Pong Summer,"Released Jun 6, 2014",0.59,0.31,2014
22 Jump Street,"Released Jun 13, 2014",0.84,0.77,2014
How to Train Your Dragon 2,"Released Jun 13, 2014",0.92,0.9,2014
Obvious Child,"Released Jun 6, 2014",0.9,0.72,2014
The Signal,"Released Feb 22, 2008",0.59,0.58,2008
Jersey Boys,"Released Jun 20, 2014",0.51,0.62,2014
Think Like a Man Too,"Released Jun 20, 2014",0.23,0.59,2014
They Came Together,"Released Jun 27, 2014",0.7,0.4,2014
Deliver Us From Evil,"Released Oct 13, 2006",1.0,0.89,2006
Earth to Echo,"Released Jul 2, 2014",0.5,0.47,2014
Tammy,"Released Jul 2, 2014",0.24,0.36,2014
Boyhood,"Released Jul 18, 2014",0.97,0.8,2014
Dawn of the Planet of the Apes,"Released Jul 11, 2014",0.91,0.88,2014
Road to Paloma,"Released Jul 11, 2014",0.57,0.55,2014
Snowpiercer,"Released Jun 27, 2014",0.94,0.72,2014
I Origins,"Released Jul 18, 2014",0.52,0.69,2014
Persecuted,"Released Jul 18, 2014",0.0,0.58,2014
Planes: Fire & Rescue,"Released Jul 18, 2014",0.44,0.56,2014
The Purge: Anarchy,"Released Jul 18, 2014",0.58,0.56,2014
Sex Tape,"Released Jul 18, 2014",0.16,0.33,2014
Tiger Orange,2014,1.0,0.45,2014
Wish I Was Here,"Released Aug 1, 2014",0.45,0.59,2014
And So It Goes,"Released Jul 25, 2014",0.18,0.4,2014
Happy Christmas,"Released Jul 25, 2014",0.77,0.37,2014
Magic in the Moonlight,"Released Jul 25, 2014",0.51,0.45,2014
A Most Wanted Man,"Released Aug 1, 2014",0.86,0.65,2014
Get On Up,"Released Aug 1, 2014",0.81,0.68,2014
Mercenaries,2011,0.0,0.13,2011
4 Minute Mile,"Released Aug 1, 2014",0.23,0.44,2014
Step Up: All In,"Released Aug 8, 2014",0.42,0.57,2014
Let's Be Cops,"Released Aug 13, 2014",0.18,0.51,2014
The Expendables 3,"Released Aug 15, 2014",0.32,0.48,2014
The Giver,"Released Aug 15, 2014",0.35,0.55,2014
Life After Beth,"Released Aug 15, 2014",0.45,0.31,2014
The One I Love,"Released Aug 22, 2014",0.83,0.76,2014
If I Stay,"Released Aug 22, 2014",0.36,0.61,2014
Leprechaun: Origins,"Released Aug 22, 2014",0.0,0.11,2014
Prince,"Released Aug 14, 2015",0.7,0.56,2015
Frank Miller's Sin City: A Dame to Kill For,"Released Aug 22, 2014",0.43,0.44,2014
When the Game Stands Tall,"Released Aug 22, 2014",0.2,0.72,2014
Dolphin Tale 2,"Released Sep 12, 2014",0.66,0.72,2014
The House on Turk Street,2002,0.25,0.25,2002
A Walk Among the Tombstones,"Released Sep 19, 2014",0.68,0.53,2014
The Maze Runner,"Released Sep 19, 2014",0.65,0.68,2014
The Scribbler,"Released Sep 19, 2014",0.46,0.38,2014
The Skeleton Twins,"Released Sep 19, 2014",0.86,0.69,2014
This Is Where I Leave You,"Released Sep 19, 2014",0.44,0.6,2014
The Boxtrolls,"Released Sep 26, 2014",0.78,0.63,2014
The Equalizer,"Released Sep 26, 2014",0.61,0.77,2014
The Song,"Released Sep 26, 2014",0.31,0.82,2014
The Two Faces of January,"Released Sep 26, 2014",0.8,0.48,2014
Annabelle,"Released Oct 3, 2014",0.28,0.35,2014
Gone Girl,"Released Oct 3, 2014",0.88,0.87,2014
The Good Lie,"Released Oct 3, 2014",0.84,0.82,2014
Left Behind: The Movie,2001,0.16,0.56,2001
"Men, Women & Children","Released Oct 17, 2014",0.33,0.44,2014
Last Shift,2014,1.0,0.51,2014
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Released Oct 10, 2014",0.63,0.58,2014
Dracula Untold,"Released Oct 10, 2014",0.25,0.58,2014
You're Not You,2014,0.48,0.7,2014
The Book of Life,"Released Oct 17, 2014",0.83,0.77,2014
The Book of Life,"Released Aug 22, 1998",0.89,0.71,1998
Dear White People,"Released Oct 17, 2014",0.91,0.61,2014
Listen Up Philip,"Released Oct 17, 2014",0.82,0.54,2014
Nightcrawler,"Released Oct 31, 2014",0.95,0.86,2014
